fold,item,actual_category,guess_category,correct,bird_sim,building_sim,clothing_sim,fish_sim,fruit_sim,furniture_sim,invertebrate_sim,kitchen_sim,mammal_sim,musical_instrument_sim,plant_sim,reptile_sim,room_sim,tool_sim,toy_sim,UNKNOWN_sim,vegetable_sim,vehicle_sim,weapon_sim
0,walnut,plant,plant,1,0.062,0.011,0.034,0.038,0.091,0.001,0.054,0.001,0.138,0.013,0.374,0.120,0.007,0.011,0.022,0.006,0.047,0.015,0.001
0,turkey,bird,bird,1,0.689,0.024,0.019,0.004,0.003,0.012,0.009,0.073,0.013,0.007,0.006,0.011,0.001,0.002,0.002,0.043,0.003,0.001,0.002
0,flute,musical_instrument,musical_instrument,1,0.002,0.080,0.002,0.011,0.001,0.071,0.021,0.007,0.014,0.367,0.005,0.007,0.014,0.018,0.026,0.147,0.007,0.068,0.011
0,chickadee,bird,bird,1,0.689,0.024,0.019,0.004,0.003,0.012,0.009,0.073,0.013,0.007,0.006,0.011,0.001,0.002,0.002,0.043,0.003,0.001,0.002
0,wrench,tool,tool,1,0.012,0.001,0.047,0.003,0.069,0.010,0.001,0.126,0.001,0.012,0.010,0.005,0.002,0.649,0.025,0.048,0.012,0.005,0.016
0,worm,invertebrate,invertebrate,1,0.037,0.048,0.022,0.104,0.008,0.067,0.311,0.001,0.073,0.058,0.063,0.091,0.031,0.001,0.016,0.002,0.047,0.083,0.060
0,key,UNKNOWN,UNKNOWN,1,0.012,0.002,0.016,0.001,0.003,0.027,0.001,0.025,0.021,0.024,0.001,0.002,0.004,0.047,0.002,0.753,0.003,0.006,0.002
0,prune,fruit,fruit,1,0.005,0.002,0.032,0.008,0.639,0.001,0.003,0.025,0.005,0.001,0.037,0.012,0.004,0.064,0.014,0.019,0.118,0.005,0.012
0,tongs,kitchen,kitchen,1,0.010,0.001,0.006,0.002,0.013,0.012,0.001,0.220,0.002,0.010,0.001,0.003,0.001,0.156,0.005,0.035,0.002,0.005,0.024
0,skis,UNKNOWN,UNKNOWN,1,0.008,0.014,0.006,0.004,0.002,0.042,0.006,0.003,0.008,0.046,0.001,0.002,0.007,0.002,0.006,0.655,0.021,0.004,0.011
0,seagull,bird,bird,1,0.689,0.024,0.019,0.004,0.003,0.012,0.009,0.073,0.013,0.007,0.006,0.011,0.001,0.002,0.002,0.043,0.003,0.001,0.002
0,cathedral,building,building,1,0.013,0.669,0.003,0.011,0.001,0.026,0.027,0.025,0.003,0.076,0.006,0.007,0.007,0.001,0.023,0.025,0.009,0.016,0.012
0,raven,bird,bird,1,0.689,0.024,0.019,0.004,0.003,0.012,0.009,0.073,0.013,0.007,0.006,0.011,0.001,0.002,0.002,0.043,0.003,0.001,0.002
0,goldfish,fish,invertebrate,1,0.031,0.045,0.001,0.192,0.034,0.006,0.193,0.012,0.082,0.060,0.058,0.094,0.019,0.003,0.035,0.002,0.033,0.043,0.086
0,grape,fruit,fruit,1,0.005,0.002,0.032,0.008,0.639,0.001,0.003,0.025,0.005,0.001,0.037,0.012,0.004,0.064,0.014,0.019,0.118,0.005,0.012
0,comb,tool,tool,1,0.012,0.001,0.047,0.003,0.069,0.010,0.001,0.126,0.001,0.012,0.010,0.005,0.002,0.649,0.025,0.048,0.012,0.005,0.016
0,helmet,weapon,weapon,1,0.003,0.065,0.038,0.021,0.003,0.047,0.042,0.019,0.003,0.037,0.005,0.008,0.017,0.004,0.051,0.006,0.005,0.027,0.736
0,tortoise,reptile,mammal,1,0.052,0.012,0.005,0.035,0.018,0.002,0.054,0.002,0.181,0.010,0.084,0.081,0.005,0.001,0.004,0.004,0.008,0.014,0.002
0,toad,reptile,mammal,1,0.055,0.012,0.008,0.036,0.028,0.002,0.054,0.002,0.169,0.011,0.130,0.090,0.006,0.002,0.007,0.004,0.013,0.014,0.002
0,saxophone,musical_instrument,musical_instrument,1,0.078,0.054,0.003,0.042,0.000,0.095,0.107,0.006,0.198,0.673,0.015,0.031,0.029,0.023,0.033,0.298,0.006,0.050,0.010
0,asparagus,vegetable,vegetable,1,0.003,0.011,0.016,0.011,0.133,0.023,0.012,0.001,0.002,0.012,0.027,0.008,0.007,0.008,0.017,0.024,0.539,0.020,0.003
0,unicycle,vehicle,vehicle,1,0.001,0.062,0.002,0.034,0.010,0.080,0.046,0.004,0.013,0.122,0.021,0.024,0.021,0.008,0.017,0.007,0.064,0.296,0.011
0,jar,kitchen,kitchen,1,0.053,0.022,0.009,0.003,0.020,0.021,0.002,0.807,0.002,0.009,0.002,0.004,0.002,0.103,0.007,0.066,0.003,0.005,0.021
0,cigar,UNKNOWN,UNKNOWN,1,0.014,0.003,0.040,0.001,0.007,0.005,0.001,0.006,0.018,0.006,0.003,0.002,0.003,0.007,0.003,0.729,0.006,0.001,0.002
0,bra,clothing,clothing,1,0.016,0.002,0.782,0.001,0.021,0.028,0.003,0.003,0.001,0.002,0.011,0.003,0.003,0.019,0.008,0.045,0.016,0.002,0.022
0,medal,UNKNOWN,UNKNOWN,1,0.012,0.002,0.018,0.001,0.004,0.014,0.001,0.015,0.021,0.013,0.001,0.002,0.003,0.016,0.002,0.736,0.003,0.003,0.002
0,drill,tool,tool,1,0.012,0.001,0.047,0.003,0.069,0.010,0.001,0.126,0.001,0.012,0.010,0.005,0.002,0.649,0.025,0.048,0.012,0.005,0.016
0,bench,furniture,furniture,1,0.007,0.007,0.089,0.004,0.001,0.580,0.011,0.009,0.001,0.065,0.001,0.003,0.007,0.016,0.007,0.033,0.016,0.038,0.084
0,inn,building,building,1,0.009,0.655,0.002,0.019,0.003,0.022,0.035,0.021,0.006,0.052,0.011,0.013,0.011,0.001,0.020,0.018,0.025,0.031,0.009
0,harpoon,weapon,weapon,1,0.008,0.008,0.064,0.007,0.007,0.119,0.012,0.030,0.001,0.011,0.001,0.003,0.007,0.005,0.014,0.017,0.012,0.007,0.645
0,typewriter,UNKNOWN,UNKNOWN,1,0.010,0.003,0.013,0.002,0.003,0.041,0.002,0.021,0.018,0.037,0.001,0.002,0.004,0.043,0.003,0.745,0.005,0.007,0.003
0,buckle,clothing,clothing,1,0.013,0.001,0.317,0.001,0.004,0.148,0.002,0.017,0.002,0.008,0.002,0.003,0.003,0.037,0.003,0.043,0.003,0.011,0.023
0,bouquet,plant,plant,1,0.054,0.012,0.034,0.036,0.093,0.001,0.051,0.001,0.128,0.012,0.363,0.114,0.007,0.011,0.022,0.006,0.047,0.015,0.001
0,bow_(ribbon),clothing,clothing,1,0.016,0.002,0.780,0.001,0.021,0.031,0.003,0.003,0.001,0.002,0.011,0.004,0.003,0.022,0.009,0.046,0.016,0.003,0.022
0,trombone,musical_instrument,musical_instrument,1,0.070,0.048,0.002,0.034,0.000,0.087,0.106,0.005,0.023,0.520,0.016,0.028,0.008,0.018,0.025,0.008,0.004,0.048,0.009
0,cellar,room,UNKNOWN,1,0.001,0.081,0.053,0.041,0.015,0.083,0.082,0.001,0.109,0.041,0.021,0.026,0.096,0.001,0.019,0.200,0.081,0.139,0.110
0,jeans,clothing,clothing,1,0.016,0.002,0.781,0.001,0.022,0.028,0.003,0.003,0.001,0.002,0.011,0.003,0.003,0.019,0.008,0.045,0.016,0.002,0.022
0,elk,mammal,mammal,1,0.060,0.013,0.007,0.044,0.021,0.002,0.056,0.002,0.712,0.020,0.079,0.089,0.018,0.001,0.006,0.175,0.010,0.014,0.002
0,walrus,mammal,mammal,1,0.060,0.013,0.007,0.044,0.021,0.002,0.056,0.002,0.712,0.020,0.079,0.089,0.018,0.001,0.006,0.175,0.010,0.014,0.002
0,saucer,kitchen,kitchen,1,0.049,0.022,0.008,0.004,0.026,0.019,0.002,0.793,0.002,0.008,0.002,0.005,0.002,0.090,0.007,0.062,0.003,0.006,0.020
0,woodpecker,bird,bird,1,0.689,0.024,0.019,0.004,0.003,0.012,0.009,0.073,0.013,0.007,0.006,0.011,0.001,0.002,0.002,0.043,0.003,0.001,0.002
0,door,furniture,furniture,1,0.007,0.007,0.089,0.004,0.001,0.580,0.011,0.009,0.001,0.065,0.001,0.003,0.007,0.016,0.007,0.033,0.016,0.038,0.084
0,scarf,clothing,clothing,1,0.016,0.002,0.782,0.001,0.021,0.028,0.003,0.003,0.001,0.002,0.011,0.003,0.003,0.019,0.008,0.045,0.016,0.002,0.022
0,eel,fish,invertebrate,1,0.031,0.048,0.001,0.200,0.033,0.007,0.204,0.012,0.078,0.066,0.057,0.093,0.020,0.003,0.037,0.002,0.036,0.046,0.091
0,blender,kitchen,kitchen,1,0.053,0.022,0.009,0.003,0.020,0.022,0.002,0.814,0.002,0.009,0.002,0.004,0.002,0.112,0.007,0.067,0.003,0.006,0.021
0,racquet,toy,toy,1,0.003,0.084,0.009,0.022,0.014,0.006,0.022,0.011,0.002,0.074,0.030,0.010,0.009,0.049,0.191,0.011,0.030,0.014,0.117
0,skyscraper,building,building,1,0.013,0.669,0.003,0.011,0.001,0.026,0.027,0.025,0.003,0.076,0.006,0.007,0.007,0.001,0.023,0.025,0.009,0.016,0.012
0,rocker,furniture,furniture,1,0.015,0.021,0.101,0.004,0.002,0.640,0.012,0.026,0.001,0.064,0.001,0.003,0.009,0.014,0.008,0.043,0.018,0.040,0.078
0,tangerine,fruit,fruit,1,0.005,0.002,0.032,0.008,0.639,0.001,0.003,0.025,0.005,0.001,0.037,0.012,0.004,0.064,0.014,0.019,0.118,0.005,0.012
0,pear,fruit,fruit,1,0.005,0.002,0.032,0.008,0.639,0.001,0.003,0.025,0.005,0.001,0.037,0.012,0.004,0.064,0.014,0.019,0.118,0.005,0.012
0,tank_(container),UNKNOWN,UNKNOWN,1,0.012,0.002,0.009,0.003,0.016,0.014,0.001,0.261,0.021,0.018,0.001,0.003,0.005,0.194,0.007,0.663,0.002,0.005,0.027
0,toaster,kitchen,kitchen,1,0.053,0.022,0.009,0.003,0.020,0.022,0.002,0.813,0.002,0.009,0.002,0.004,0.002,0.111,0.007,0.067,0.003,0.006,0.021
0,certificate,UNKNOWN,UNKNOWN,1,0.028,0.009,0.032,0.001,0.006,0.007,0.002,0.021,0.019,0.005,0.002,0.002,0.003,0.004,0.003,0.774,0.005,0.001,0.002
0,faucet,kitchen,kitchen,1,0.053,0.022,0.009,0.003,0.020,0.022,0.002,0.814,0.002,0.009,0.002,0.004,0.002,0.112,0.007,0.067,0.003,0.006,0.021
0,blackbird,bird,bird,1,0.689,0.024,0.019,0.004,0.003,0.012,0.009,0.073,0.013,0.007,0.006,0.011,0.001,0.002,0.002,0.043,0.003,0.001,0.002
0,nylons,clothing,clothing,1,0.016,0.002,0.782,0.001,0.021,0.028,0.003,0.003,0.001,0.002,0.011,0.003,0.003,0.019,0.008,0.045,0.016,0.002,0.022
0,dishwasher,kitchen,kitchen,1,0.053,0.022,0.009,0.003,0.020,0.022,0.002,0.814,0.002,0.009,0.002,0.004,0.002,0.112,0.007,0.067,0.003,0.006,0.021
0,bolts,tool,tool,1,0.012,0.001,0.047,0.003,0.069,0.010,0.001,0.126,0.001,0.012,0.010,0.005,0.002,0.650,0.025,0.049,0.012,0.005,0.016
0,muzzle,UNKNOWN,UNKNOWN,1,0.027,0.009,0.027,0.001,0.005,0.007,0.002,0.022,0.020,0.005,0.002,0.002,0.003,0.003,0.002,0.769,0.004,0.001,0.003
0,napkin,kitchen,kitchen,1,0.054,0.022,0.011,0.003,0.020,0.024,0.002,0.803,0.002,0.008,0.002,0.004,0.002,0.098,0.007,0.065,0.003,0.006,0.026
0,tractor,vehicle,vehicle,1,0.001,0.066,0.001,0.033,0.009,0.050,0.039,0.004,0.013,0.136,0.020,0.023,0.017,0.009,0.016,0.008,0.064,0.261,0.006
0,cupboard,furniture,furniture,1,0.010,0.011,0.093,0.004,0.001,0.604,0.011,0.014,0.001,0.065,0.001,0.003,0.008,0.015,0.007,0.037,0.017,0.038,0.080
0,robin,bird,bird,1,0.689,0.024,0.019,0.004,0.003,0.012,0.009,0.073,0.013,0.007,0.006,0.011,0.001,0.002,0.002,0.043,0.003,0.001,0.002
0,nightgown,clothing,clothing,1,0.016,0.002,0.782,0.001,0.021,0.028,0.003,0.003,0.001,0.002,0.011,0.003,0.003,0.019,0.008,0.045,0.016,0.002,0.022
0,bowl,kitchen,kitchen,1,0.056,0.026,0.010,0.003,0.022,0.010,0.002,0.704,0.002,0.005,0.002,0.004,0.002,0.034,0.006,0.067,0.003,0.003,0.024
0,bayonet,weapon,weapon,1,0.003,0.067,0.037,0.023,0.003,0.047,0.044,0.018,0.003,0.036,0.005,0.009,0.017,0.004,0.050,0.006,0.005,0.027,0.737
0,stick,weapon,weapon,1,0.003,0.067,0.038,0.022,0.003,0.047,0.043,0.018,0.003,0.037,0.005,0.008,0.017,0.004,0.051,0.006,0.005,0.026,0.741
0,mole_(animal),mammal,mammal,1,0.060,0.013,0.007,0.044,0.021,0.002,0.056,0.002,0.712,0.020,0.079,0.089,0.018,0.001,0.006,0.175,0.010,0.014,0.002
0,telephone,UNKNOWN,UNKNOWN,1,0.031,0.012,0.024,0.001,0.005,0.008,0.002,0.029,0.020,0.005,0.002,0.002,0.003,0.003,0.002,0.776,0.004,0.001,0.003
0,hornet,invertebrate,invertebrate,1,0.075,0.053,0.039,0.043,0.001,0.089,0.218,0.001,0.026,0.109,0.022,0.036,0.016,0.001,0.020,0.004,0.008,0.026,0.102
0,mandarin,fruit,fruit,1,0.005,0.002,0.032,0.008,0.639,0.001,0.003,0.025,0.005,0.001,0.037,0.012,0.004,0.064,0.014,0.019,0.118,0.005,0.012
0,bottle,kitchen,kitchen,1,0.057,0.029,0.010,0.003,0.023,0.006,0.002,0.602,0.002,0.003,0.002,0.003,0.002,0.013,0.006,0.056,0.003,0.002,0.027
0,bread,UNKNOWN,UNKNOWN,1,0.013,0.003,0.031,0.001,0.006,0.005,0.001,0.006,0.019,0.006,0.002,0.002,0.003,0.005,0.003,0.721,0.005,0.001,0.003
0,drain,kitchen,kitchen,1,0.054,0.023,0.009,0.003,0.021,0.018,0.002,0.785,0.002,0.007,0.002,0.004,0.002,0.079,0.007,0.065,0.003,0.005,0.022
0,camisole,clothing,clothing,1,0.016,0.002,0.782,0.001,0.021,0.028,0.003,0.003,0.001,0.002,0.011,0.003,0.003,0.019,0.008,0.045,0.016,0.002,0.022
0,zucchini,vegetable,vegetable,1,0.003,0.011,0.016,0.011,0.133,0.023,0.012,0.001,0.002,0.012,0.027,0.008,0.007,0.008,0.017,0.024,0.539,0.020,0.003
0,toy,toy,toy,1,0.003,0.078,0.009,0.023,0.013,0.008,0.022,0.014,0.002,0.101,0.031,0.010,0.010,0.084,0.201,0.012,0.030,0.020,0.109
0,sheep,mammal,mammal,1,0.060,0.013,0.007,0.044,0.021,0.002,0.056,0.002,0.712,0.020,0.079,0.089,0.018,0.001,0.006,0.175,0.010,0.014,0.002
0,razor,tool,tool,1,0.012,0.001,0.047,0.003,0.069,0.010,0.001,0.126,0.001,0.012,0.010,0.005,0.002,0.649,0.025,0.048,0.012,0.005,0.016
0,doorknob,furniture,furniture,1,0.007,0.007,0.089,0.004,0.001,0.580,0.011,0.009,0.001,0.066,0.001,0.003,0.007,0.017,0.007,0.035,0.016,0.038,0.084
0,yam,vegetable,vegetable,1,0.003,0.011,0.016,0.011,0.133,0.023,0.012,0.001,0.002,0.012,0.027,0.008,0.007,0.008,0.017,0.024,0.539,0.020,0.003
0,apartment,building,building,1,0.011,0.663,0.003,0.014,0.002,0.024,0.030,0.023,0.004,0.064,0.008,0.009,0.009,0.001,0.022,0.021,0.014,0.021,0.011
0,willow,plant,plant,1,0.042,0.016,0.027,0.041,0.082,0.002,0.060,0.001,0.102,0.017,0.336,0.105,0.009,0.010,0.027,0.006,0.066,0.019,0.002
0,celery,vegetable,vegetable,1,0.003,0.011,0.016,0.011,0.133,0.023,0.012,0.001,0.002,0.012,0.027,0.008,0.007,0.008,0.017,0.024,0.539,0.020,0.003
0,missile,weapon,weapon,1,0.005,0.027,0.048,0.014,0.004,0.071,0.026,0.023,0.002,0.023,0.003,0.005,0.012,0.005,0.030,0.009,0.007,0.015,0.701
0,flea,invertebrate,invertebrate,1,0.031,0.060,0.001,0.098,0.007,0.014,0.204,0.001,0.079,0.086,0.058,0.073,0.014,0.001,0.014,0.003,0.048,0.048,0.007
0,board_(black),furniture,furniture,1,0.090,0.004,0.052,0.041,0.017,0.572,0.110,0.005,0.018,0.072,0.015,0.042,0.022,0.011,0.006,0.008,0.113,0.123,0.042
0,sweater,clothing,clothing,1,0.016,0.002,0.782,0.001,0.021,0.028,0.003,0.003,0.001,0.002,0.011,0.003,0.003,0.019,0.008,0.045,0.016,0.002,0.022
0,wheel,UNKNOWN,UNKNOWN,1,0.061,0.036,0.026,0.002,0.007,0.009,0.002,0.106,0.020,0.005,0.002,0.003,0.004,0.003,0.003,0.812,0.004,0.001,0.003
0,brick,tool,tool,1,0.012,0.001,0.047,0.003,0.069,0.010,0.001,0.126,0.001,0.012,0.010,0.005,0.002,0.649,0.025,0.048,0.012,0.005,0.016
0,machete,weapon,weapon,1,0.003,0.029,0.034,0.019,0.003,0.236,0.030,0.071,0.002,0.119,0.004,0.009,0.020,0.061,0.051,0.010,0.006,0.092,0.646
0,pier,building,building,1,0.013,0.669,0.003,0.011,0.001,0.026,0.027,0.025,0.003,0.076,0.006,0.007,0.007,0.001,0.023,0.025,0.009,0.016,0.012
0,bed,furniture,furniture,1,0.007,0.007,0.089,0.004,0.001,0.580,0.011,0.009,0.001,0.065,0.001,0.003,0.007,0.016,0.007,0.033,0.016,0.038,0.084
0,keyboard_(musical),musical_instrument,musical_instrument,1,0.070,0.048,0.002,0.034,0.000,0.087,0.106,0.005,0.023,0.520,0.016,0.028,0.008,0.018,0.025,0.008,0.004,0.048,0.009
0,guitar,musical_instrument,musical_instrument,1,0.071,0.048,0.002,0.034,0.000,0.086,0.106,0.005,0.022,0.521,0.016,0.028,0.008,0.018,0.025,0.008,0.005,0.048,0.009
0,lemon,fruit,fruit,1,0.005,0.002,0.032,0.008,0.639,0.001,0.003,0.025,0.005,0.001,0.037,0.012,0.004,0.064,0.014,0.019,0.118,0.005,0.012
0,kite,tool,tool,1,0.010,0.002,0.043,0.003,0.060,0.009,0.002,0.117,0.002,0.015,0.013,0.006,0.002,0.637,0.031,0.041,0.010,0.007,0.017
0,revolver,weapon,weapon,1,0.004,0.041,0.043,0.017,0.004,0.059,0.032,0.021,0.002,0.028,0.004,0.006,0.014,0.004,0.038,0.008,0.006,0.019,0.720
1,tack,tool,tool,1,0.002,0.012,0.080,0.005,0.013,0.004,0.010,0.084,0.007,0.025,0.003,0.012,0.003,0.680,0.017,0.067,0.009,0.009,0.157
1,coconut,fruit,fruit,1,0.002,0.002,0.011,0.010,0.735,0.060,0.039,0.003,0.048,0.011,0.002,0.009,0.002,0.008,0.005,0.053,0.073,0.002,0.007
1,couch,furniture,furniture,1,0.007,0.005,0.002,0.003,0.036,0.725,0.003,0.003,0.060,0.008,0.001,0.003,0.001,0.002,0.017,0.006,0.003,0.059,0.013
1,coat,clothing,clothing,1,0.037,0.017,0.559,0.056,0.009,0.006,0.089,0.019,0.003,0.021,0.003,0.008,0.003,0.062,0.024,0.004,0.057,0.002,0.006
1,mushroom,vegetable,vegetable,1,0.023,0.004,0.067,0.053,0.085,0.002,0.225,0.002,0.002,0.007,0.002,0.013,0.002,0.004,0.026,0.028,0.318,0.003,0.003
1,fox,mammal,mammal,1,0.091,0.002,0.002,0.002,0.029,0.106,0.012,0.004,0.770,0.013,0.001,0.014,0.001,0.002,0.003,0.007,0.002,0.008,0.016
1,corn,vegetable,vegetable,1,0.023,0.004,0.067,0.053,0.085,0.002,0.225,0.002,0.002,0.007,0.002,0.013,0.002,0.004,0.026,0.028,0.318,0.003,0.003
1,partridge,bird,bird,1,0.545,0.003,0.013,0.012,0.001,0.004,0.079,0.003,0.133,0.008,0.001,0.020,0.001,0.001,0.013,0.003,0.010,0.015,0.007
1,cheetah,mammal,mammal,1,0.090,0.002,0.002,0.002,0.023,0.081,0.012,0.004,0.741,0.013,0.001,0.013,0.001,0.002,0.003,0.007,0.002,0.009,0.015
1,desk,furniture,furniture,1,0.007,0.008,0.002,0.002,0.032,0.727,0.002,0.006,0.047,0.024,0.001,0.006,0.001,0.004,0.015,0.003,0.003,0.049,0.040
1,cigarette,UNKNOWN,UNKNOWN,1,0.003,0.005,0.005,0.080,0.012,0.004,0.003,0.031,0.020,0.003,0.002,0.017,0.001,0.049,0.008,0.696,0.009,0.018,0.027
1,chicken,bird,bird,1,0.545,0.003,0.013,0.012,0.001,0.004,0.079,0.003,0.133,0.008,0.001,0.020,0.001,0.001,0.013,0.003,0.010,0.015,0.007
1,bazooka,weapon,weapon,1,0.006,0.004,0.001,0.001,0.002,0.004,0.002,0.025,0.009,0.032,0.001,0.015,0.001,0.102,0.008,0.039,0.002,0.028,0.414
1,banner,UNKNOWN,UNKNOWN,1,0.003,0.005,0.006,0.102,0.012,0.005,0.002,0.037,0.021,0.003,0.002,0.017,0.002,0.059,0.008,0.717,0.009,0.017,0.024
1,tuna,fish,fish,1,0.043,0.010,0.067,0.511,0.008,0.007,0.022,0.011,0.007,0.006,0.002,0.019,0.002,0.003,0.010,0.074,0.062,0.004,0.002
1,bow_(weapon),weapon,weapon,1,0.006,0.005,0.002,0.001,0.017,0.074,0.002,0.034,0.030,0.038,0.002,0.015,0.002,0.118,0.010,0.035,0.002,0.017,0.567
1,doll,toy,toy,1,0.031,0.010,0.078,0.006,0.007,0.020,0.102,0.008,0.001,0.002,0.003,0.005,0.003,0.028,0.468,0.035,0.065,0.211,0.036
1,rocket,vehicle,vehicle,1,0.007,0.027,0.002,0.002,0.002,0.071,0.002,0.043,0.007,0.322,0.004,0.017,0.004,0.063,0.049,0.044,0.004,0.675,0.454
1,cougar,mammal,mammal,1,0.085,0.002,0.002,0.002,0.003,0.007,0.013,0.003,0.427,0.011,0.000,0.012,0.000,0.002,0.002,0.007,0.002,0.014,0.009
1,bathtub,furniture,furniture,1,0.007,0.005,0.002,0.003,0.036,0.725,0.003,0.003,0.060,0.008,0.001,0.003,0.001,0.002,0.017,0.006,0.003,0.059,0.013
1,drapes,furniture,furniture,1,0.007,0.016,0.012,0.013,0.030,0.796,0.002,0.016,0.077,0.015,0.002,0.005,0.002,0.009,0.014,0.008,0.002,0.037,0.015
1,skateboard,toy,vehicle,1,0.062,0.008,0.009,0.011,0.001,0.038,0.013,0.009,0.002,0.002,0.002,0.006,0.002,0.006,0.269,0.042,0.013,0.344,0.059
1,mouse,mammal,mammal,1,0.080,0.003,0.007,0.008,0.003,0.012,0.010,0.007,0.555,0.010,0.001,0.015,0.001,0.004,0.002,0.014,0.002,0.010,0.005
1,alligator,reptile,mammal,1,0.049,0.006,0.001,0.012,0.015,0.005,0.019,0.012,0.312,0.088,0.002,0.165,0.002,0.009,0.002,0.027,0.013,0.006,0.073
1,tiger,mammal,mammal,1,0.089,0.002,0.002,0.002,0.013,0.045,0.012,0.003,0.671,0.012,0.001,0.013,0.001,0.002,0.002,0.007,0.002,0.010,0.013
1,trumpet,musical_instrument,musical_instrument,1,0.009,0.008,0.003,0.002,0.004,0.013,0.003,0.010,0.016,0.704,0.001,0.011,0.001,0.010,0.002,0.004,0.004,0.041,0.071
1,drum,musical_instrument,musical_instrument,1,0.009,0.008,0.003,0.002,0.004,0.013,0.003,0.010,0.016,0.704,0.001,0.011,0.001,0.010,0.002,0.004,0.004,0.041,0.071
1,basket,UNKNOWN,UNKNOWN,1,0.003,0.006,0.006,0.101,0.012,0.005,0.002,0.037,0.021,0.003,0.002,0.017,0.002,0.060,0.008,0.712,0.009,0.017,0.025
1,budgie,bird,bird,1,0.545,0.003,0.013,0.012,0.001,0.004,0.079,0.003,0.133,0.008,0.001,0.020,0.001,0.001,0.013,0.003,0.010,0.015,0.007
1,olive,vegetable,vegetable,1,0.022,0.011,0.070,0.045,0.068,0.002,0.202,0.008,0.001,0.057,0.003,0.047,0.003,0.024,0.022,0.011,0.362,0.002,0.029
1,sardine,fish,fish,1,0.043,0.010,0.067,0.511,0.008,0.007,0.022,0.011,0.007,0.006,0.002,0.019,0.002,0.003,0.010,0.074,0.062,0.004,0.002
1,shelves,furniture,furniture,1,0.007,0.021,0.008,0.007,0.027,0.778,0.002,0.022,0.053,0.047,0.002,0.010,0.002,0.018,0.013,0.004,0.003,0.034,0.058
1,strawberry,fruit,fruit,1,0.002,0.002,0.011,0.010,0.735,0.060,0.039,0.003,0.048,0.011,0.002,0.009,0.002,0.008,0.005,0.053,0.073,0.002,0.007
1,bureau,furniture,furniture,1,0.007,0.006,0.004,0.004,0.035,0.746,0.002,0.005,0.067,0.008,0.001,0.003,0.001,0.002,0.016,0.007,0.002,0.053,0.011
1,platypus,mammal,mammal,1,0.046,0.007,0.009,0.125,0.016,0.007,0.014,0.015,0.578,0.009,0.002,0.057,0.002,0.006,0.002,0.147,0.008,0.006,0.003
1,harmonica,musical_instrument,musical_instrument,1,0.009,0.008,0.003,0.002,0.004,0.013,0.003,0.010,0.016,0.704,0.001,0.011,0.001,0.010,0.002,0.004,0.004,0.041,0.071
1,tuba,musical_instrument,musical_instrument,1,0.009,0.008,0.003,0.002,0.004,0.013,0.003,0.010,0.016,0.704,0.001,0.011,0.001,0.010,0.002,0.004,0.004,0.041,0.071
1,rake,tool,tool,1,0.002,0.014,0.100,0.006,0.013,0.004,0.010,0.099,0.007,0.024,0.003,0.013,0.003,0.716,0.017,0.073,0.009,0.009,0.144
