fold,item,actual_category,guess_category,correct,bird_sim,building_sim,clothing_sim,fish_sim,fruit_sim,furniture_sim,invertebrate_sim,kitchen_sim,mammal_sim,musical_instrument_sim,plant_sim,reptile_sim,room_sim,tool_sim,toy_sim,UNKNOWN_sim,vegetable_sim,vehicle_sim,weapon_sim
0,bathtub,furniture,furniture,1,0.035,0.040,-0.001,-0.003,-0.004,0.098,0.018,0.036,0.062,0.027,0.060,0.010,-0.008,0.020,0.002,0.069,0.021,0.059,-0.000
0,rope,tool,reptile,0,-0.006,-0.009,0.096,0.014,-0.003,0.004,0.036,-0.004,0.009,0.020,0.066,0.126,-0.007,0.115,0.061,0.047,0.031,0.040,0.066
0,helmet,weapon,clothing,0,-0.004,-0.009,0.107,-0.005,-0.006,0.011,0.025,0.061,-0.008,-0.005,0.022,0.005,-0.006,0.079,0.072,0.087,-0.006,-0.001,-0.001
0,machete,weapon,weapon,1,-0.005,0.052,0.087,0.011,-0.004,0.073,0.013,0.239,0.005,0.051,0.028,0.104,0.052,0.464,0.134,0.168,0.016,0.118,0.518
0,lemon,fruit,fruit,1,0.015,-0.011,-0.012,-0.005,0.535,-0.014,0.002,-0.005,-0.009,-0.006,-0.006,-0.009,-0.008,-0.003,-0.004,-0.002,0.086,0.002,-0.009
0,peas,vegetable,vegetable,1,0.042,0.141,0.013,0.089,0.260,0.064,0.228,0.073,0.048,0.010,0.188,0.268,0.014,0.061,0.166,0.212,0.662,0.018,0.050
0,taxi,vehicle,vehicle,1,0.017,-0.008,0.001,-0.004,0.040,-0.006,0.011,-0.008,0.007,-0.005,-0.005,-0.007,0.042,0.002,0.026,0.027,0.025,0.269,-0.000
0,microwave,kitchen,kitchen,1,-0.006,0.001,0.011,0.005,-0.007,0.094,-0.002,0.348,0.013,-0.000,-0.006,-0.009,0.042,-0.009,-0.005,-0.003,0.002,0.060,0.006
0,unicycle,vehicle,vehicle,1,-0.005,-0.008,-0.009,-0.004,-0.005,0.002,-0.007,-0.008,0.002,0.002,-0.004,-0.007,0.015,-0.009,0.040,-0.013,-0.005,0.069,-0.002
0,faucet,kitchen,kitchen,1,-0.007,0.040,0.007,-0.006,-0.008,0.097,-0.010,0.219,-0.010,0.032,-0.006,-0.009,0.035,0.142,0.054,0.105,-0.008,0.051,0.072
0,honeydew,fruit,fruit,1,-0.000,-0.010,0.007,0.002,0.688,0.049,0.032,0.078,-0.008,0.002,0.078,0.087,-0.007,0.033,0.141,0.175,0.225,0.010,0.008
0,drapes,furniture,furniture,1,-0.006,0.016,0.107,0.001,-0.007,0.109,0.009,-0.002,-0.007,0.002,0.014,0.039,-0.008,0.054,0.038,0.025,0.006,0.012,0.023
0,thimble,tool,UNKNOWN,0,0.020,0.168,0.079,0.035,0.046,0.080,0.094,0.218,0.030,0.055,-0.005,0.032,0.075,0.248,0.150,0.269,0.003,0.094,0.137
0,menu,UNKNOWN,UNKNOWN,1,-0.004,-0.007,-0.007,-0.004,-0.005,-0.006,-0.006,0.046,-0.006,-0.004,-0.004,-0.006,-0.005,0.027,0.009,0.066,-0.005,-0.004,-0.005
0,bus,vehicle,vehicle,1,0.017,0.092,-0.011,-0.003,0.005,0.002,0.008,0.006,0.037,0.025,0.013,0.007,0.061,-0.005,0.114,0.009,0.004,0.551,0.021
0,cockroach,invertebrate,invertebrate,1,0.122,0.126,0.017,0.025,0.036,0.044,0.557,0.004,0.131,0.038,0.050,0.088,0.082,0.026,0.048,0.102,0.030,0.069,0.033
0,toy,toy,toy,1,-0.004,-0.007,-0.008,-0.004,-0.005,-0.009,-0.006,-0.007,-0.003,-0.004,-0.004,-0.006,-0.005,0.010,0.299,-0.005,-0.005,0.046,0.002
0,cedar,plant,plant,1,-0.006,0.057,-0.009,0.002,0.027,0.012,0.005,-0.009,-0.008,-0.006,0.733,0.053,0.010,-0.005,-0.011,-0.002,0.132,-0.007,-0.002
0,dress,clothing,clothing,1,-0.005,-0.010,0.608,0.007,-0.005,0.026,0.026,-0.000,-0.003,0.009,0.030,0.075,-0.007,0.072,0.064,0.054,0.016,0.036,0.034
0,pajamas,clothing,clothing,1,-0.005,-0.009,0.190,-0.004,-0.002,0.079,-0.007,-0.007,-0.006,-0.005,-0.005,-0.007,-0.006,-0.010,-0.009,-0.011,-0.006,-0.009,-0.007
0,flea,invertebrate,invertebrate,1,0.092,0.194,0.024,0.086,0.094,0.020,0.343,0.007,0.094,0.034,-0.006,0.111,0.033,0.031,0.080,0.105,0.033,0.007,0.055
0,bread,UNKNOWN,UNKNOWN,1,0.054,-0.004,0.018,0.120,0.058,0.022,0.126,0.012,0.095,0.021,0.077,0.018,-0.008,-0.005,0.001,0.189,0.178,0.014,-0.010
0,elk,mammal,mammal,1,0.098,0.031,-0.003,0.102,0.018,0.043,0.116,-0.004,0.697,0.012,0.033,0.215,-0.008,-0.003,0.005,0.054,0.051,0.070,0.005
0,jar,kitchen,kitchen,1,-0.005,-0.000,-0.004,-0.004,-0.006,0.065,-0.007,0.174,-0.007,-0.005,-0.005,-0.007,-0.006,0.026,0.048,0.091,-0.006,-0.007,-0.006
0,garlic,vegetable,UNKNOWN,0,0.036,0.037,0.001,0.061,0.067,-0.001,0.088,0.007,0.041,0.013,0.033,0.007,-0.004,-0.007,0.005,0.110,0.087,0.008,-0.002
0,jet,vehicle,vehicle,1,0.236,0.067,-0.002,-0.001,-0.005,0.018,0.208,0.061,0.102,0.063,0.020,0.013,0.034,0.048,0.073,0.062,-0.001,0.475,0.091
0,hamster,mammal,mammal,1,0.133,0.170,0.017,0.109,0.083,0.025,0.203,0.007,0.495,0.008,0.004,0.244,0.017,0.026,0.074,0.104,0.011,-0.000,0.032
0,sailboat,vehicle,vehicle,1,0.031,0.112,0.002,0.020,0.022,0.017,0.066,0.008,0.081,0.024,0.026,0.038,0.023,0.026,0.089,0.058,0.004,0.189,0.019
0,flamingo,bird,bird,1,0.568,-0.009,-0.010,0.022,0.004,-0.011,0.115,-0.009,0.094,-0.005,-0.005,0.030,-0.006,-0.010,-0.009,-0.014,-0.006,0.005,-0.005
0,crowbar,tool,tool,1,0.009,0.106,0.103,0.006,-0.002,0.151,0.051,0.315,0.014,0.106,0.039,0.072,0.113,0.601,0.215,0.358,0.029,0.193,0.340
0,potato,vegetable,vegetable,1,0.003,-0.012,-0.009,0.051,0.081,-0.015,0.055,-0.010,0.025,-0.004,0.012,0.007,-0.008,-0.008,-0.003,0.068,0.480,-0.012,-0.010
0,banjo,musical_instrument,musical_instrument,1,-0.004,0.206,0.004,-0.005,0.033,0.225,-0.008,0.048,-0.008,0.745,0.044,-0.007,-0.007,0.108,0.248,0.110,0.006,0.060,0.057
0,rocker,furniture,furniture,1,-0.004,0.273,0.007,-0.003,-0.004,0.350,-0.006,0.013,-0.006,0.085,0.060,-0.005,-0.005,0.126,0.155,0.068,-0.004,0.087,0.075
0,iguana,reptile,reptile,1,0.037,-0.011,-0.008,0.042,0.055,0.039,0.105,-0.005,0.247,-0.006,0.134,0.496,-0.008,-0.000,-0.011,-0.018,0.190,-0.001,0.004
0,drill,tool,tool,1,0.005,0.013,-0.001,0.014,-0.006,0.052,-0.008,0.142,-0.008,0.065,-0.005,-0.007,0.069,0.218,0.022,0.078,-0.006,0.071,0.085
0,closet,room,furniture,0,0.012,0.234,-0.003,0.024,0.032,0.273,0.064,0.044,0.018,-0.000,-0.005,0.020,0.179,0.003,0.024,0.092,-0.000,0.010,0.009
0,house,building,building,1,0.029,0.504,0.038,0.022,0.026,0.151,0.075,0.019,0.070,0.057,0.047,0.036,0.031,0.063,0.093,0.101,0.003,0.121,0.052
0,tuba,musical_instrument,musical_instrument,1,0.042,0.117,0.009,0.005,-0.002,0.046,0.031,0.081,0.102,0.678,0.045,0.035,0.011,0.081,0.047,0.142,0.005,0.192,0.095
0,shawl,clothing,clothing,1,-0.003,-0.008,0.684,-0.004,-0.006,0.006,0.002,-0.001,-0.007,-0.005,-0.005,-0.007,-0.006,0.005,0.024,-0.002,-0.005,-0.005,-0.007
0,bucket,tool,tool,1,-0.005,0.064,0.028,-0.004,0.061,0.130,-0.007,0.464,-0.007,0.044,-0.004,-0.006,0.051,0.483,0.281,0.379,0.015,0.113,0.198
0,tray,kitchen,kitchen,1,-0.006,0.042,0.015,-0.005,0.025,0.088,-0.008,0.338,-0.008,0.028,-0.005,-0.008,0.034,0.241,0.156,0.290,0.003,0.076,0.071
0,walnut,plant,invertebrate,0,0.031,0.037,0.005,0.161,0.149,-0.001,0.277,-0.005,0.095,0.003,0.066,0.100,-0.000,0.034,0.056,0.231,0.194,-0.007,0.007
0,basement,room,room,1,-0.006,0.139,-0.012,-0.005,-0.005,0.130,-0.009,0.031,-0.009,-0.006,-0.006,-0.000,0.247,-0.009,-0.011,0.042,-0.007,-0.009,-0.009
0,rock,UNKNOWN,UNKNOWN,1,-0.004,-0.009,-0.007,-0.001,-0.005,0.013,0.039,-0.004,0.007,-0.005,0.040,0.013,-0.006,0.089,0.078,0.108,-0.006,0.006,0.103
0,freezer,kitchen,room,0,0.028,0.163,-0.005,0.007,0.005,0.172,0.011,0.116,0.061,0.028,0.040,0.011,0.214,-0.002,-0.006,0.106,0.019,0.068,0.000
0,wheelbarrow,tool,vehicle,0,-0.006,0.167,0.009,-0.005,-0.006,0.150,-0.008,0.134,-0.007,0.058,0.016,-0.008,0.055,0.209,0.270,0.175,-0.006,0.466,0.114
0,armour,weapon,tool,0,-0.005,0.074,0.080,-0.004,-0.006,0.098,-0.004,0.224,-0.004,0.062,0.001,-0.007,0.073,0.282,0.116,0.237,-0.005,0.114,0.163
0,sword,weapon,weapon,1,-0.007,0.030,0.083,0.010,-0.005,0.057,0.013,0.196,0.002,0.042,0.030,0.106,0.032,0.419,0.124,0.136,0.016,0.105,0.604
0,bin_(waste),furniture,UNKNOWN,0,0.020,0.174,0.051,0.028,0.094,0.154,0.056,0.392,0.049,0.080,0.011,0.026,0.084,0.371,0.310,0.454,0.030,0.164,0.168
0,beehive,UNKNOWN,weapon,0,0.003,-0.007,-0.008,0.003,0.010,-0.009,-0.002,-0.003,0.005,-0.004,-0.004,0.046,-0.005,0.006,-0.007,-0.006,0.005,0.008,0.087
0,pigeon,bird,bird,1,0.824,-0.010,-0.011,0.010,-0.007,-0.013,0.250,-0.010,0.165,-0.005,-0.005,0.062,-0.007,-0.011,-0.010,-0.010,-0.006,0.030,-0.004
0,wasp,invertebrate,invertebrate,1,0.280,0.068,0.006,0.027,0.058,0.003,0.563,-0.002,0.057,0.017,-0.006,0.046,0.012,0.017,0.024,0.040,0.033,0.045,0.072
0,falcon,bird,bird,1,0.859,0.033,-0.009,0.023,-0.005,-0.002,0.264,-0.003,0.141,0.011,0.014,0.069,-0.007,-0.007,-0.005,0.001,-0.002,0.081,0.005
0,bra,clothing,clothing,1,0.021,-0.008,0.295,-0.006,-0.005,0.031,0.020,0.008,0.021,0.014,0.018,-0.009,-0.003,0.019,0.024,0.050,0.017,0.006,-0.003
0,typewriter,UNKNOWN,musical_instrument,0,-0.007,0.015,0.000,-0.005,-0.007,0.033,-0.009,0.064,-0.010,0.109,-0.006,-0.009,0.017,0.091,0.061,0.076,-0.007,0.035,0.054
0,frog,reptile,reptile,1,0.076,-0.011,-0.001,0.215,0.075,0.054,0.186,-0.003,0.222,-0.006,0.179,0.538,-0.008,0.004,-0.010,-0.017,0.252,0.003,0.009
0,seal,mammal,fish,0,0.095,0.021,-0.012,0.445,0.022,-0.007,0.166,-0.006,0.370,0.006,0.009,0.279,-0.008,-0.010,-0.004,0.033,0.056,0.027,-0.003
0,mole_(animal),mammal,mammal,1,0.088,0.172,0.018,0.078,0.085,0.036,0.247,0.005,0.398,0.010,0.027,0.174,0.017,0.032,0.092,0.136,0.020,-0.001,0.032
0,deer,mammal,mammal,1,0.077,-0.012,0.000,0.087,0.010,0.059,0.150,-0.012,0.616,-0.005,0.009,0.208,-0.009,-0.009,0.001,0.023,0.034,0.049,0.001
0,tomahawk,weapon,weapon,1,-0.006,0.058,-0.008,-0.005,-0.007,0.065,-0.008,0.055,-0.009,0.016,0.010,-0.008,-0.007,0.217,0.070,0.011,-0.006,0.053,0.346
0,boat,vehicle,vehicle,1,0.009,0.242,-0.004,0.018,0.023,0.176,0.056,0.009,0.018,0.059,0.037,0.015,0.054,0.090,0.180,0.069,-0.001,0.254,0.061
0,panther,mammal,mammal,1,0.106,-0.009,0.022,0.025,0.001,0.038,0.133,-0.009,0.453,0.049,-0.005,0.150,0.021,-0.001,-0.002,-0.007,0.045,0.078,0.043
0,onions,vegetable,vegetable,1,0.029,-0.005,0.003,-0.005,0.096,0.020,0.008,0.041,0.025,0.015,0.072,0.033,-0.007,0.007,0.050,0.096,0.420,0.016,-0.002
0,parsley,vegetable,vegetable,1,0.009,-0.008,-0.006,0.077,0.161,0.022,0.137,0.002,0.001,-0.005,0.231,0.266,-0.006,0.011,-0.008,0.058,0.668,0.009,0.016
0,giraffe,mammal,mammal,1,0.053,0.042,-0.008,0.019,0.019,0.023,0.044,-0.010,0.348,-0.004,0.065,0.113,0.008,-0.004,-0.003,0.015,0.014,-0.006,-0.009
0,wand,UNKNOWN,reptile,0,0.012,-0.008,0.135,0.021,0.042,0.042,0.074,0.042,0.025,0.048,0.072,0.176,0.004,0.160,0.165,0.126,0.075,0.063,0.098
0,tortoise,reptile,reptile,1,0.086,0.017,-0.010,0.230,0.035,0.028,0.267,-0.001,0.253,0.005,0.097,0.492,-0.007,-0.001,0.003,-0.005,0.123,0.043,0.006
0,dandelion,plant,fruit,0,0.019,-0.009,-0.010,-0.004,0.080,-0.012,0.012,-0.009,-0.007,-0.005,0.008,-0.007,-0.006,0.001,-0.009,0.002,0.054,0.005,-0.008
0,sardine,fish,fish,1,0.048,0.138,0.009,0.644,0.110,0.008,0.284,0.003,0.074,0.004,-0.005,0.151,0.012,0.016,0.053,0.151,0.132,-0.002,0.024
0,emerald,UNKNOWN,vegetable,0,-0.002,-0.009,0.017,-0.005,0.080,0.034,0.056,-0.001,-0.006,0.005,0.189,0.212,-0.007,0.014,-0.009,0.072,0.267,0.030,0.020
0,clamp,tool,tool,1,-0.005,0.055,0.038,-0.004,-0.006,0.061,-0.007,0.167,-0.007,0.041,-0.005,-0.007,0.055,0.486,0.084,0.153,-0.005,0.080,0.130
0,sled,toy,toy,1,-0.004,0.251,0.042,-0.005,-0.006,0.264,0.003,0.117,0.006,0.086,0.050,-0.007,0.013,0.224,0.314,0.170,-0.006,0.178,0.107
0,yacht,vehicle,vehicle,1,0.034,0.100,0.017,0.003,-0.002,0.023,0.040,0.009,0.106,0.036,0.045,0.035,0.007,0.002,0.012,0.090,0.004,0.312,0.018
0,tent,building,room,0,-0.005,0.027,0.002,-0.004,-0.005,0.004,-0.007,-0.004,-0.006,-0.003,-0.004,-0.007,0.062,-0.001,-0.008,-0.000,-0.005,-0.000,0.005
0,hook,UNKNOWN,tool,0,-0.005,0.073,0.033,-0.004,-0.006,0.101,0.001,0.270,-0.007,0.054,-0.005,-0.007,0.072,0.328,0.150,0.226,-0.005,0.107,0.189
0,pier,building,building,1,0.010,0.306,-0.008,-0.001,-0.004,0.267,0.015,0.017,0.035,0.097,0.076,0.009,-0.006,0.122,0.151,0.073,-0.002,0.125,0.080
0,bridge,building,tool,0,0.020,0.233,0.047,0.020,0.017,0.152,0.059,0.157,0.055,0.090,0.052,0.067,0.051,0.247,0.164,0.202,0.013,0.171,0.148
0,pliers,tool,tool,1,-0.005,0.060,0.024,-0.004,-0.006,0.092,-0.007,0.185,-0.007,0.045,-0.005,-0.007,0.060,0.519,0.091,0.186,-0.006,0.086,0.150
0,stove,kitchen,kitchen,1,-0.006,0.007,0.017,0.012,-0.006,0.133,-0.008,0.473,-0.009,0.016,-0.005,-0.008,0.061,0.045,0.014,0.048,0.002,0.016,0.025
0,swan,bird,bird,1,0.502,-0.001,0.007,0.129,-0.004,0.003,0.090,0.017,0.076,0.025,0.064,0.075,-0.008,-0.013,-0.007,0.072,0.037,0.032,-0.008
0,basket,UNKNOWN,tool,0,-0.005,0.138,-0.009,-0.004,-0.005,0.144,-0.007,0.141,-0.007,0.039,0.027,-0.007,-0.006,0.224,0.107,0.074,-0.005,0.051,0.108
0,banana,fruit,fruit,1,0.031,-0.010,0.052,0.102,0.541,0.062,0.132,0.020,0.008,0.007,0.067,0.111,-0.007,0.059,0.061,0.133,0.236,0.029,0.026
0,carrot,vegetable,vegetable,1,-0.003,-0.011,0.021,0.019,0.087,-0.010,0.002,-0.009,-0.004,0.001,0.013,0.037,-0.008,0.029,0.015,0.023,0.479,0.010,0.019
0,urn,UNKNOWN,UNKNOWN,1,-0.004,0.033,0.017,-0.003,0.049,0.107,-0.006,0.173,-0.006,0.025,-0.004,-0.005,0.028,0.119,0.140,0.209,0.012,0.042,0.057
0,platypus,mammal,mammal,1,0.153,-0.008,-0.005,0.374,-0.005,-0.010,0.134,-0.008,0.535,-0.004,-0.004,0.352,-0.006,-0.009,-0.008,-0.013,-0.005,-0.008,-0.007
0,garage,room,building,0,0.012,0.263,-0.007,-0.001,-0.003,0.218,0.010,0.039,0.040,0.041,0.037,0.012,0.090,0.037,0.047,0.069,-0.001,0.097,0.027
0,paintbrush,tool,tool,1,-0.004,0.108,0.042,0.005,-0.003,0.143,0.009,0.071,-0.002,0.042,0.046,0.051,-0.005,0.266,0.115,0.060,0.011,0.061,0.107
0,avocado,vegetable,vegetable,1,0.014,-0.008,0.003,0.122,0.552,0.048,0.172,0.002,0.008,-0.005,0.197,0.231,-0.006,0.008,-0.008,0.073,0.605,0.007,0.013
0,kettle,kitchen,kitchen,1,-0.007,0.024,0.003,0.013,-0.008,0.122,-0.010,0.392,-0.010,0.029,-0.006,-0.009,0.083,0.180,0.062,0.113,-0.007,0.049,0.079
0,seaweed,plant,vegetable,0,0.021,-0.004,0.019,0.190,0.154,0.023,0.241,0.002,0.014,0.002,0.239,0.286,-0.006,0.038,0.011,0.112,0.443,0.020,0.030
0,vulture,bird,bird,1,0.647,0.039,-0.011,0.015,-0.005,-0.003,0.166,-0.003,0.204,0.013,0.017,0.134,-0.008,-0.009,-0.006,0.002,-0.003,0.068,0.002
0,cigarette,UNKNOWN,UNKNOWN,1,0.021,0.004,0.007,0.006,0.028,0.021,-0.005,0.039,0.025,0.014,0.032,-0.008,-0.007,0.002,0.051,0.163,0.033,0.008,-0.006
0,ostrich,bird,bird,1,0.534,0.039,0.000,0.023,-0.006,0.040,0.101,0.003,0.110,0.013,0.017,0.075,-0.008,-0.009,-0.006,0.001,-0.003,0.052,-0.000
0,scarf,clothing,clothing,1,-0.001,-0.009,0.462,0.009,-0.001,0.042,0.034,0.004,0.000,0.012,0.038,0.094,-0.006,0.090,0.093,0.088,0.022,0.030,0.041
0,church,building,building,1,0.006,0.211,-0.011,-0.003,-0.006,-0.006,0.003,-0.005,0.025,0.007,0.010,0.005,-0.008,-0.009,-0.007,-0.004,-0.004,0.034,-0.002
0,sandals,clothing,clothing,1,-0.005,-0.011,0.133,-0.005,-0.006,0.021,-0.005,0.017,0.009,-0.005,0.005,-0.001,-0.008,0.014,0.042,0.072,-0.003,-0.009,0.011
0,blackbird,bird,bird,1,0.884,-0.009,0.003,0.041,-0.003,-0.000,0.270,-0.009,0.158,0.018,-0.005,0.083,0.006,-0.006,-0.009,-0.012,0.016,0.034,0.013
0,door,furniture,tool,0,-0.006,0.382,0.016,-0.005,-0.007,0.355,-0.008,0.229,-0.009,0.125,0.056,-0.008,0.054,0.400,0.254,0.229,-0.006,0.169,0.215
1,raccoon,mammal,mammal,1,0.125,0.036,0.024,0.077,0.031,0.025,0.206,-0.000,0.515,0.017,0.014,0.249,0.024,0.014,0.017,0.059,0.044,0.019,0.016
1,duck,bird,bird,1,0.485,-0.013,-0.014,0.250,0.022,-0.017,0.179,-0.013,0.161,-0.006,0.035,0.121,-0.010,-0.013,-0.012,0.007,0.051,-0.003,-0.008
1,rhubarb,fruit,vegetable,0,0.006,0.013,0.024,0.098,0.291,0.007,0.169,-0.002,0.011,-0.002,0.265,0.173,-0.007,0.031,0.026,0.055,0.624,0.036,0.012
1,card_(greeting),UNKNOWN,UNKNOWN,1,0.003,-0.011,-0.004,-0.005,-0.007,-0.010,-0.000,-0.002,-0.009,-0.005,0.008,-0.008,-0.008,-0.001,0.011,0.077,-0.007,-0.010,-0.009
1,mixer,kitchen,kitchen,1,0.003,-0.009,-0.004,-0.004,-0.005,0.107,-0.007,0.433,-0.007,0.028,-0.006,-0.006,0.061,0.036,-0.008,0.037,-0.004,0.020,0.024
1,pony,mammal,mammal,1,0.104,0.075,0.008,0.095,0.054,0.040,0.184,-0.002,0.483,-0.006,-0.001,0.307,0.028,0.019,0.156,0.035,0.017,0.024,0.015
1,box,UNKNOWN,room,0,0.019,0.302,-0.004,0.027,0.025,0.267,0.072,0.068,0.070,0.058,0.041,0.020,0.317,0.040,0.083,0.091,0.011,0.082,0.025
1,necklace,UNKNOWN,UNKNOWN,1,-0.007,-0.003,0.143,-0.005,-0.004,-0.006,0.009,0.001,-0.005,0.004,0.014,0.045,-0.009,0.036,0.024,0.218,0.008,0.025,0.026
1,banner,UNKNOWN,UNKNOWN,1,0.024,0.070,0.066,-0.001,-0.003,0.053,0.037,0.068,0.053,0.037,0.057,0.093,0.005,0.094,0.079,0.127,0.020,0.092,0.048
1,prune,fruit,fruit,1,0.005,0.048,-0.004,0.036,0.630,-0.007,0.081,-0.005,0.018,-0.006,0.009,0.006,0.040,0.007,0.026,0.018,0.075,-0.002,0.005
1,tomato,fruit,fruit,1,0.004,0.015,0.009,0.066,0.582,0.039,0.147,0.067,0.006,0.011,0.132,0.096,-0.008,0.036,0.151,0.167,0.497,0.028,-0.009
1,envelope,UNKNOWN,UNKNOWN,1,0.022,-0.002,0.062,-0.004,0.000,0.029,0.005,0.010,0.016,0.008,0.028,-0.007,-0.007,0.014,0.013,0.123,0.016,0.019,-0.006
1,pencil,tool,furniture,0,-0.002,0.184,0.025,-0.005,0.019,0.199,0.009,0.026,-0.005,0.087,0.064,0.026,0.012,0.102,0.158,0.048,0.007,0.079,0.075
1,building,building,building,1,0.019,0.457,-0.001,-0.001,-0.007,0.183,0.011,0.083,0.059,0.094,0.096,0.018,0.193,0.129,0.113,0.095,-0.003,0.162,0.071
1,cellar,room,room,1,-0.005,0.051,-0.010,-0.004,-0.006,0.101,-0.004,0.031,-0.007,-0.004,-0.007,-0.007,0.342,-0.009,-0.008,0.004,-0.006,-0.009,-0.008
1,pie,UNKNOWN,UNKNOWN,1,0.007,-0.011,0.001,0.161,0.159,0.051,0.139,0.068,0.009,0.012,0.100,0.003,-0.008,0.019,0.137,0.230,0.194,-0.011,-0.009
1,cauliflower,vegetable,vegetable,1,0.040,0.002,0.021,0.070,0.051,0.021,0.064,0.005,0.036,0.015,0.147,-0.003,-0.008,-0.010,-0.009,0.131,0.582,0.025,-0.008
1,rocket,vehicle,UNKNOWN,0,0.029,0.189,0.091,0.001,0.038,0.122,0.051,0.210,0.123,0.084,0.050,0.101,0.051,0.279,0.212,0.311,0.043,0.271,0.255
1,cheese,UNKNOWN,vegetable,0,0.028,-0.008,0.014,0.170,0.160,0.038,0.150,-0.007,0.029,0.001,0.155,0.001,-0.009,-0.004,-0.005,0.109,0.176,0.027,-0.004
1,whip,weapon,clothing,0,0.008,0.001,0.219,-0.005,0.002,0.014,0.061,0.030,0.015,0.024,0.045,0.115,-0.001,0.145,0.136,0.111,0.044,0.044,0.187
1,stool_(furniture),furniture,furniture,1,0.016,0.409,0.030,0.034,0.085,0.490,0.096,0.174,0.111,0.148,0.099,0.053,0.079,0.263,0.392,0.296,0.039,0.133,0.148
1,blouse,clothing,clothing,1,-0.004,-0.011,0.541,-0.005,-0.002,0.032,0.002,-0.002,-0.008,0.004,-0.003,-0.008,0.044,-0.001,0.018,0.007,-0.007,-0.008,-0.007
1,van,vehicle,vehicle,1,0.024,0.126,-0.013,-0.000,-0.007,0.023,0.015,0.008,0.071,0.045,0.015,0.025,0.144,0.020,0.138,0.004,-0.002,0.566,-0.005
1,raspberry,fruit,fruit,1,0.016,0.065,0.006,0.141,0.676,-0.005,0.242,-0.004,0.033,-0.005,0.066,0.012,0.014,0.024,0.043,0.056,0.186,0.029,0.004
1,spider,invertebrate,invertebrate,1,0.079,0.082,0.029,0.048,0.037,0.084,0.346,-0.000,0.155,0.019,0.005,0.109,0.031,0.015,0.030,0.034,0.028,0.037,0.019
1,chickadee,bird,bird,1,0.791,0.099,0.012,0.103,0.111,0.011,0.388,0.002,0.247,0.003,0.058,0.103,0.044,0.029,0.063,0.079,0.046,0.051,0.028
1,trumpet,musical_instrument,musical_instrument,1,0.007,0.026,0.004,-0.003,-0.006,0.036,-0.008,0.087,-0.008,0.592,-0.008,-0.007,0.012,0.117,0.033,0.125,-0.007,0.066,0.104
1,cape,clothing,clothing,1,0.014,0.002,0.435,-0.005,0.003,0.011,0.078,0.002,0.021,0.016,0.046,0.118,0.002,0.103,0.063,0.040,0.051,0.041,0.079
1,bagpipe,musical_instrument,musical_instrument,1,-0.000,-0.008,-0.009,-0.004,-0.005,-0.007,-0.007,-0.001,-0.007,0.525,-0.006,-0.006,-0.006,-0.002,0.013,-0.004,-0.005,0.007,0.010
